onset	duration	stage	RT	SearchEvidence	SearchValue	SearchCosts	OfferValue	Choice_isForage	ExcludeBlock	ExpValueLeft	ExpValueRight	Choice_isLeft
6.015935879	2.7	forage	10.868	71.22381503	325	5	154	1	n/a	n/a	n/a	n/a
23.14796621	2.7	forage	5.104	-92.34987174	225	40	264.6871888	0	n/a	n/a	n/a	n/a
35.88034386	1.8	engage	1.997	n/a	n/a	n/a	n/a	n/a	0	369.2	346	0
46.86277219	2.7	forage	7.302	-46.59123284	343.3333333	40	274.5648358	0	n/a	n/a	n/a	n/a
58.36197561	1.8	engage	4.093	n/a	n/a	n/a	n/a	n/a	0	90.95	275.4	0
72.38073593	2.7	forage	9.808	59.04960012	288.3333333	20	151.1931492	1	n/a	n/a	n/a	n/a
88.49290057	2.7	forage	3.239	-119.4115537	250	5	291.5	0	n/a	n/a	n/a	n/a
94.82580333	1.8	engage	1.915	n/a	n/a	n/a	n/a	n/a	0	257.05	46.9	1
109.1589171	2.7	forage	6.047	221.0089835	361.6666667	40	32.28846637	1	n/a	n/a	n/a	n/a
121.8402982	2.7	forage	4.964	-76.62593766	223.3333333	20	268.0998944	0	n/a	n/a	n/a	n/a
131.072981	1.8	engage	1.822	n/a	n/a	n/a	n/a	n/a	0	83.6	166.95	0
140.6388775	2.7	forage	6.093	55.99070637	213.3333333	20	99.89550324	1	n/a	n/a	n/a	n/a
156.1884294	2.7	forage	2.935	-117.0032208	190	5	236.5	0	n/a	n/a	n/a	n/a
166.2872285	1.8	engage	3.895	n/a	n/a	n/a	n/a	n/a	0	150.5	58.1	1
178.4692803	2.7	forage	5.151	172.685596	378.3333333	5	66.37264222	1	n/a	n/a	n/a	n/a
192.8849174	2.7	forage	3.798	-5.100246466	288.3333333	20	222.1661385	0	n/a	n/a	n/a	n/a
202.0008931	1.8	engage	1.573	n/a	n/a	n/a	n/a	n/a	0	108	301.4	0
211.1501225	2.7	forage	5.421	184.5450061	380	5	40.43624566	1	n/a	n/a	n/a	n/a
223.1503183	2.7	forage	3.653	-22.80077964	273.3333333	20	227.5399879	0	n/a	n/a	n/a	n/a
232.2652198	1.8	engage	3.868	n/a	n/a	n/a	n/a	n/a	0	142.4	243	0
246.1670795	2.7	forage	10.178	-0.233249501	373.3333333	20	225.5	1	n/a	n/a	n/a	n/a
263.5983815	2.7	forage	4.676	-26.60960549	315	5	242.4216086	0	n/a	n/a	n/a	n/a
271.8954873	1.8	engage	2.645	n/a	n/a	n/a	n/a	n/a	0	66	96	0
284.5444873	2.7	forage	7.442	39.68511477	291.6666667	40	148.5	1	n/a	n/a	n/a	n/a
301.4465333	2.7	forage	6.654	34.40281676	260	20	151.6023087	0	n/a	n/a	n/a	n/a
315.5262997	1.8	engage	1.617	n/a	n/a	n/a	n/a	n/a	0	46.2	252	0
327.9911344	2.7	forage	3.82	247.782013	473.3333333	40	20.30222323	1	n/a	n/a	n/a	n/a
340.8068424	2.7	forage	2.612	-28.77436078	320	20	272.3367285	0	n/a	n/a	n/a	n/a
348.0063133	1.8	engage	3.176	n/a	n/a	n/a	n/a	n/a	0	294	202.5	1
360.2386475	2.7	forage	5.269	-94.66246668	276.6666667	20	267.7748353	0	n/a	n/a	n/a	n/a
369.021377	1.8	engage	6.041	n/a	n/a	n/a	n/a	n/a	0	259.7	218.3	0
