onset	duration	stage	RT	SearchEvidence	SearchValue	SearchCosts	OfferValue	Choice_isForage	ExcludeBlock	ExpValueLeft	ExpValueRight	Choice_isLeft
6.012139074	2.7	forage	9.259	-31.00953171	285	40	245.3208591	0	n/a	n/a	n/a	n/a
19.77773988	1.8	engage	2.772	n/a	n/a	n/a	n/a	n/a	0	175.2	155.8	1
30.49821171	2.7	forage	5.454	-69.61045219	180	20	193.5507017	0	n/a	n/a	n/a	n/a
40.24290501	1.8	engage	1.897	n/a	n/a	n/a	n/a	n/a	0	91.2	137.55	0
50.92532854	2.7	forage	4.848	-5.160333987	261.6666667	40	209	0	n/a	n/a	n/a	n/a
58.94148348	1.8	engage	3.279	n/a	n/a	n/a	n/a	n/a	0	309.7	9.9	1
70.32387256	2.7	forage	4.378	174.7353956	351.6666667	20	40.42545647	0	n/a	n/a	n/a	n/a
81.03972351	1.8	engage	3.623	n/a	n/a	n/a	n/a	n/a	0	56.8	44.25	0
92.55553314	2.7	forage	3.091	-71.06398739	226.6666667	20	251.9653438	0	n/a	n/a	n/a	n/a
100.0049864	1.8	engage	2.689	n/a	n/a	n/a	n/a	n/a	0	142.6	82.2	0
111.7731824	2.7	forage	3.977	78.09904096	305	5	131.9311151	1	n/a	n/a	n/a	n/a
123.0865234	2.7	forage	3.295	-88.26947169	246.6666667	40	263.8622303	0	n/a	n/a	n/a	n/a
133.9023789	1.8	engage	2.415	n/a	n/a	n/a	n/a	n/a	0	275	152	1
147.1013294	2.7	forage	4.904	72.18263334	290	20	132	0	n/a	n/a	n/a	n/a
157.3005494	1.8	engage	1.874	n/a	n/a	n/a	n/a	n/a	0	14.1	159.6	0
170.5494621	2.7	forage	3.977	-134.6991063	151.6666667	5	253.1338967	0	n/a	n/a	n/a	n/a
180.9487577	1.8	engage	2.256	n/a	n/a	n/a	n/a	n/a	0	377.5	243	1
192.2145156	2.7	forage	5.222	72.54714216	291.6666667	40	128.0719028	0	n/a	n/a	n/a	n/a
200.9805287	1.8	engage	3.408	n/a	n/a	n/a	n/a	n/a	0	57.85	153.75	0
213.546213	2.7	forage	8.658	-98.76861325	233.3333333	40	281.791937	0	n/a	n/a	n/a	n/a
229.5283141	1.8	engage	2.693	n/a	n/a	n/a	n/a	n/a	0	298.9	376.3	0
243.3939777	2.7	forage	3.81	253.3127022	493.3333333	40	20.30581963	1	n/a	n/a	n/a	n/a
253.3597986	2.7	forage	4.14	-14.06009255	341.6666667	20	270.8417333	0	n/a	n/a	n/a	n/a
261.9425058	1.8	engage	4.07	n/a	n/a	n/a	n/a	n/a	0	253.8	221.85	0
