onset	duration	stage	RT	SearchEvidence	SearchValue	SearchCosts	OfferValue	Choice_isForage	ExcludeBlock	ExpValueLeft	ExpValueRight	Choice_isLeft
6.018337582	2.7	forage	4.281	71.16905756	181.6666667	5	71.11407877	1	n/a	n/a	n/a	n/a
16.34850313	2.7	forage	4.476	23.86710259	155	40	105.3490267	0	n/a	n/a	n/a	n/a
26.13116908	1.8	engage	2.824	n/a	n/a	n/a	n/a	n/a	0	73	51.3	0
38.90060284	2.7	forage	4.759	-15.40879734	293.3333333	5	220	0	n/a	n/a	n/a	n/a
46.91280537	1.8	engage	3.513	n/a	n/a	n/a	n/a	n/a	0	62	122	1
57.77860304	2.7	forage	5.247	175.5216421	338.3333333	20	70.4617474	1	n/a	n/a	n/a	n/a
69.56111398	2.7	forage	5.794	129.3745553	323.3333333	40	115.3937679	0	n/a	n/a	n/a	n/a
79.42698829	1.8	engage	4.455	n/a	n/a	n/a	n/a	n/a	0	20	156.45	0
92.0093741	2.7	forage	2.753	-18.93562866	218.3333333	40	181.5	0	n/a	n/a	n/a	n/a
98.94215766	1.8	engage	4.163	n/a	n/a	n/a	n/a	n/a	0	118.8	16.2	1
112.3109523	2.7	forage	2.595	-116.1771926	151.6666667	40	237.3033801	0	n/a	n/a	n/a	n/a
121.1737876	1.8	engage	2.635	n/a	n/a	n/a	n/a	n/a	0	274.95	188.8	1
135.3260998	2.7	forage	3.48	10.61758295	315	40	203.9528696	0	n/a	n/a	n/a	n/a
142.9555245	1.8	engage	3.27	n/a	n/a	n/a	n/a	n/a	0	122.4	304	0
157.0211197	2.7	forage	2.612	148.3626176	351.6666667	20	93.5	0	n/a	n/a	n/a	n/a
165.0371483	1.8	engage	2.534	n/a	n/a	n/a	n/a	n/a	0	5.5	140.25	0
178.6715971	2.7	forage	2.827	228.398144	438.3333333	5	20.30222323	1	n/a	n/a	n/a	n/a
187.5686456	2.7	forage	4.299	-29.14014218	296.6666667	20	254.4203008	0	n/a	n/a	n/a	n/a
196.9179865	1.8	engage	4.397	n/a	n/a	n/a	n/a	n/a	0	281.6	324	0
