onset	duration	stage	RT	SearchEvidence	SearchValue	SearchCosts	OfferValue	Choice_isForage	ExcludeBlock	ExpValueLeft	ExpValueRight	Choice_isLeft
6.012754811	2.7	forage	5.254	234.7963952	436.6666667	40	15.14305115	1	n/a	n/a	n/a	n/a
18.061766	2.7	forage	3.974	38.86474859	326.6666667	20	207.6856546	0	n/a	n/a	n/a	n/a
28.21100167	1.8	engage	2.431	n/a	n/a	n/a	n/a	n/a	0	111	235.75	0
38.66016552	2.7	forage	3.686	244.9824103	455	20	15.14305115	1	n/a	n/a	n/a	n/a
48.97605832	2.7	forage	4.54	-26.54053619	305	40	262.0355364	0	n/a	n/a	n/a	n/a
57.92542429	1.8	engage	2.381	n/a	n/a	n/a	n/a	n/a	0	241.5	225.4	1
70.49111693	2.7	forage	4.089	-7.620178395	270	20	192.1464464	0	n/a	n/a	n/a	n/a
79.85709614	1.8	engage	2.569	n/a	n/a	n/a	n/a	n/a	0	303.4	93.5	1
90.57285627	2.7	forage	3.271	180.6009004	400	20	50.53410291	1	n/a	n/a	n/a	n/a
103.2551966	2.7	forage	2.707	7.322820784	300	5	211.86135	0	n/a	n/a	n/a	n/a
110.2214122	1.8	engage	1.846	n/a	n/a	n/a	n/a	n/a	0	77.9	150.15	0
123.5703782	2.7	forage	3.071	-104.1164764	210	20	243.6875409	0	n/a	n/a	n/a	n/a
130.936465	1.8	engage	3.041	n/a	n/a	n/a	n/a	n/a	0	302	256.15	1
142.1189589	2.7	forage	3.052	39.79363379	235	40	118.4529199	0	n/a	n/a	n/a	n/a
150.5516678	1.8	engage	4.821	n/a	n/a	n/a	n/a	n/a	0	73.6	83.6	1
166.3170762	2.7	forage	3.655	0.459250876	300	20	209	1	n/a	n/a	n/a	n/a
178.799428	2.7	forage	4.283	6.25987291	268.3333333	40	196.962854	0	n/a	n/a	n/a	n/a
186.5655093	1.8	engage	1.964	n/a	n/a	n/a	n/a	n/a	0	113.75	269.1	0
198.4145668	2.7	forage	3.652	-9.027901011	356.6666667	20	257.3499824	0	n/a	n/a	n/a	n/a
205.3474111	1.8	engage	1.871	n/a	n/a	n/a	n/a	n/a	0	58.75	125	0
217.4131283	2.7	forage	4.517	157.0893433	268.3333333	5	40.42545647	0	n/a	n/a	n/a	n/a
229.4455557	1.8	engage	1.582	n/a	n/a	n/a	n/a	n/a	0	45.6	17	1
241.9445528	2.7	forage	3.786	-0.391048405	275	20	197.9560133	0	n/a	n/a	n/a	n/a
253.1104801	1.8	engage	1.836	n/a	n/a	n/a	n/a	n/a	0	73.95	283.1	0
264.5594786	2.7	forage	4.155	159.4803766	323.3333333	20	65.85061114	0	n/a	n/a	n/a	n/a
272.2590417	1.8	engage	2.929	n/a	n/a	n/a	n/a	n/a	0	8.55	58.8	0
282.9081586	2.7	forage	2.712	164.2954563	336.6666667	20	58.14020925	0	n/a	n/a	n/a	n/a
292.1575259	1.8	engage	1.974	n/a	n/a	n/a	n/a	n/a	0	67	82.5	0
301.9566567	2.7	forage	2.829	227.2021662	475	40	36.65089784	1	n/a	n/a	n/a	n/a
314.5223775	2.7	forage	4.392	-17.71099039	331.6666667	40	264.3505105	0	n/a	n/a	n/a	n/a
323.2717536	1.8	engage	3.675	n/a	n/a	n/a	n/a	n/a	0	202.1	323.4	0
339.3205135	2.7	forage	4.986	-122.4396845	191.6666667	20	266.4272924	0	n/a	n/a	n/a	n/a
349.6864284	1.8	engage	2.987	n/a	n/a	n/a	n/a	n/a	0	157.95	374.4	0
361.5520888	2.7	forage	3.811	12.47522425	201.6666667	20	141.6845481	0	n/a	n/a	n/a	n/a
369.6848481	1.8	engage	2.365	n/a	n/a	n/a	n/a	n/a	0	120.4	67.15	1
382.5005122	2.7	forage	3.717	189.9288886	383.3333333	5	41.7829586	1	n/a	n/a	n/a	n/a
393.2845456	2.7	forage	2.935	64.90409436	318.3333333	20	166.6972235	0	n/a	n/a	n/a	n/a
401.5491447	1.8	engage	1.837	n/a	n/a	n/a	n/a	n/a	0	75.6	132	0
416.0145415	2.7	forage	4.316	-40.58760793	216.6666667	20	197.5518334	0	n/a	n/a	n/a	n/a
424.9139309	1.8	engage	2.578	n/a	n/a	n/a	n/a	n/a	0	42.75	194.4	0
436.8297625	2.7	forage	3.996	67.14365475	345	40	160.0723807	0	n/a	n/a	n/a	n/a
447.4122639	1.8	engage	2.296	n/a	n/a	n/a	n/a	n/a	0	217	63	1
460.0112681	2.7	forage	3.423	205.2543417	391.6666667	20	25.32334893	1	n/a	n/a	n/a	n/a
469.9437972	2.7	forage	3.898	-64.67481012	251.6666667	5	256.1313566	0	n/a	n/a	n/a	n/a
477.0765828	1.8	engage	3.718	n/a	n/a	n/a	n/a	n/a	0	284.2	169.85	1
489.9755379	2.7	forage	3.011	-90.6715524	190	40	218.8278507	0	n/a	n/a	n/a	n/a
498.5083559	1.8	engage	1.982	n/a	n/a	n/a	n/a	n/a	0	270.6	161.25	1
511.47394	2.7	forage	2.672	-107.8562882	191.6666667	40	247.3865751	0	n/a	n/a	n/a	n/a
518.2734729	1.8	engage	2.546	n/a	n/a	n/a	n/a	n/a	0	343	216	1
529.6725743	2.7	forage	2.906	-75.97144845	256.6666667	20	262.5038982	0	n/a	n/a	n/a	n/a
538.1219052	1.8	engage	2.969	n/a	n/a	n/a	n/a	n/a	0	104	210	0
549.7376431	2.7	forage	2.994	-132.5277669	176.6666667	5	259.43949	0	n/a	n/a	n/a	n/a
557.1704738	1.8	engage	2.104	n/a	n/a	n/a	n/a	n/a	0	93.6	456.45	1
566.6030679	2.7	forage	3.391	197.9682964	415	5	49.5	1	n/a	n/a	n/a	n/a
576.1022967	2.7	forage	2.74	-61.14528612	275	40	270.9133846	0	n/a	n/a	n/a	n/a
583.1018347	1.8	engage	2.948	n/a	n/a	n/a	n/a	n/a	0	455.8	237.3	1
595.3008202	2.7	forage	4.43	-56.08330902	180	5	202.5867914	0	n/a	n/a	n/a	n/a
605.3667542	1.8	engage	2.061	n/a	n/a	n/a	n/a	n/a	0	189.6	86	1
616.2825589	2.7	forage	5.343	-98.55329041	230	40	269.5	0	n/a	n/a	n/a	n/a
629.831614	1.8	engage	1.794	n/a	n/a	n/a	n/a	n/a	0	230.3	22.25	1
639.7307476	2.7	forage	4.881	182.2563318	303.3333333	20	35.40488406	1	n/a	n/a	n/a	n/a
655.4295446	2.7	forage	3.429	160.5864997	295	20	56.09579498	0	n/a	n/a	n/a	n/a
665.2288973	1.8	engage	3.813	n/a	n/a	n/a	n/a	n/a	0	35.75	21	1
677.7611665	2.7	forage	3.162	206.4500059	405	20	45.81396811	1	n/a	n/a	n/a	n/a
689.2936219	2.7	forage	2.276	-59.00316047	313.3333333	5	287.6922439	0	n/a	n/a	n/a	n/a
695.2432066	1.8	engage	3.448	n/a	n/a	n/a	n/a	n/a	0	136.8	265	0
709.9920272	2.7	forage	4.164	-19.20788525	306.6666667	5	225.7523012	0	n/a	n/a	n/a	n/a
717.5915439	1.8	engage	2.067	n/a	n/a	n/a	n/a	n/a	0	294.55	90	1
729.5905335	2.7	forage	5.726	172.1442365	340	40	32.28846637	0	n/a	n/a	n/a	n/a
741.8396787	1.8	engage	2.083	n/a	n/a	n/a	n/a	n/a	0	22.8	12.4	0
752.7054144	2.7	forage	4.531	-36.44404037	263.3333333	5	232.560837	0	n/a	n/a	n/a	n/a
762.4880816	1.8	engage	1.713	n/a	n/a	n/a	n/a	n/a	0	280	187	1
771.1373599	2.7	forage	3.528	-45.81269554	345	5	275	0	n/a	n/a	n/a	n/a
780.1701081	1.8	engage	2.93	n/a	n/a	n/a	n/a	n/a	0	14.35	277.5	0
