onset	duration	stage	RT	SearchEvidence	SearchValue	SearchCosts	OfferValue	Choice_isForage	ExcludeBlock	ExpValueLeft	ExpValueRight	Choice_isLeft
6.018551504	2.7	forage	6.729	-36.14932012	221.6666667	20	202.1364116	0	n/a	n/a	n/a	n/a
17.1650796	1.8	engage	2.386	n/a	n/a	n/a	n/a	n/a	0	140	250	0
29.36410306	2.7	forage	4.579	102.2500562	330	5	128.0055078	1	n/a	n/a	n/a	n/a
39.79657792	2.7	forage	2.108	-83.18261489	270	20	271.0696897	0	n/a	n/a	n/a	n/a
46.11280486	1.8	engage	3.64	n/a	n/a	n/a	n/a	n/a	0	469.05	184.8	1
59.2618655	2.7	forage	12.907	82.78072196	253.3333333	20	86.18769177	1	n/a	n/a	n/a	n/a
79.57684991	2.7	forage	4.472	-77.83821907	196.6666667	5	211.4873246	0	n/a	n/a	n/a	n/a
89.27616726	1.8	engage	4.124	n/a	n/a	n/a	n/a	n/a	0	136	133.25	1
101.4257081	2.7	forage	4.918	197.9470684	401.6666667	40	55.56574116	1	n/a	n/a	n/a	n/a
116.5436125	2.7	forage	5.682	-24.0726506	285	40	243.488909	0	n/a	n/a	n/a	n/a
125.406772	1.8	engage	5.803	n/a	n/a	n/a	n/a	n/a	0	348.6	280.6	1
143.1552827	2.7	forage	7.678	148.2453197	318.3333333	5	72.05799507	1	n/a	n/a	n/a	n/a
157.4709252	2.7	forage	6.754	10.20388646	286.6666667	40	198	0	n/a	n/a	n/a	n/a
167.3368166	1.8	engage	4.233	n/a	n/a	n/a	n/a	n/a	0	14.4	176.4	0
181.9023799	2.7	forage	2.954	211.2118773	410	5	30.88199789	1	n/a	n/a	n/a	n/a
191.1016298	2.7	forage	2.348	-50.11005986	278.3333333	40	262.6643529	0	n/a	n/a	n/a	n/a
197.8178219	1.8	engage	2.718	n/a	n/a	n/a	n/a	n/a	0	185.4	208	0
212.469205	2.7	forage	4.261	-134.6991063	151.6666667	5	253.1338967	0	n/a	n/a	n/a	n/a
220.8661149	1.8	engage	1.327	n/a	n/a	n/a	n/a	n/a	0	285	114	1
230.9985743	2.7	forage	4.641	-128.6780159	146.6666667	5	257.5190131	0	n/a	n/a	n/a	n/a
240.9479057	1.8	engage	3.061	n/a	n/a	n/a	n/a	n/a	0	292.05	354.45	0
255.4327749	2.7	forage	5.6	-106.2164596	206.6666667	20	261.7848951	0	n/a	n/a	n/a	n/a
267.22909	1.8	engage	2.706	n/a	n/a	n/a	n/a	n/a	0	387.6	78	1
279.8121214	2.7	forage	10.293	-32.41753098	246.6666667	20	219.7847694	0	n/a	n/a	n/a	n/a
294.1937482	1.8	engage	2.262	n/a	n/a	n/a	n/a	n/a	0	134.4	260.85	0
304.8262407	2.7	forage	4.719	-58.38681153	245	5	230.9333283	0	n/a	n/a	n/a	n/a
313.7923148	1.8	engage	1.351	n/a	n/a	n/a	n/a	n/a	0	193.5	86.25	1
324.8746957	2.7	forage	3.078	174.7353956	351.6666667	5	40.42545647	1	n/a	n/a	n/a	n/a
335.5072109	2.7	forage	11.612	-51.33401573	248.3333333	40	238.074116	0	n/a	n/a	n/a	n/a
351.5560551	1.8	engage	1.351	n/a	n/a	n/a	n/a	n/a	0	347.8	93.8	1
361.6885488	2.7	forage	10.887	180.765265	356.6666667	40	38.15142598	1	n/a	n/a	n/a	n/a
379.8704924	2.7	forage	2.111	-88.95514813	226.6666667	40	262.5038982	0	n/a	n/a	n/a	n/a
388.2864869	1.8	engage	2.769	n/a	n/a	n/a	n/a	n/a	0	293.8	250.25	1
401.3195042	2.7	forage	6.258	-27.36669349	318.3333333	40	236.5	1	n/a	n/a	n/a	n/a
414.3861817	2.7	forage	10.52	-31.82141408	295	5	240.6245159	1	n/a	n/a	n/a	n/a
433.9349614	2.7	forage	5.194	-52.97277468	275	20	252.610759	0	n/a	n/a	n/a	n/a
444.6988697	1.8	engage	1.341	n/a	n/a	n/a	n/a	n/a	0	352.8	148.8	1
453.8814879	2.7	forage	9.967	-58.0592995	278.3333333	40	242.2630904	1	n/a	n/a	n/a	n/a
469.7135221	2.7	forage	5.142	-42.14422145	268.3333333	20	226.1880187	0	n/a	n/a	n/a	n/a
479.34623	1.8	engage	2.213	n/a	n/a	n/a	n/a	n/a	0	279.4	165	0
492.5284719	2.7	forage	3.687	228.1624231	428.3333333	40	25.32334893	1	n/a	n/a	n/a	n/a
502.6443802	2.7	forage	2.804	-42.85136563	285	40	263.8370555	0	n/a	n/a	n/a	n/a
511.6937497	1.8	engage	3.395	n/a	n/a	n/a	n/a	n/a	0	260.15	188.7	1
522.6262091	2.7	forage	11.678	36.46039938	386.6666667	5	209	1	n/a	n/a	n/a	n/a
543.8745166	2.7	forage	4.645	21.34794527	331.6666667	5	216.718148	0	n/a	n/a	n/a	n/a
553.6904566	1.8	engage	3.334	n/a	n/a	n/a	n/a	n/a	0	78.75	193.2	0
566.0080361	2.7	forage	10.777	-6.505553041	266.6666667	40	185.350083	1	n/a	n/a	n/a	n/a
585.1547005	2.7	forage	6.878	28.3709924	305	5	162.7168402	1	n/a	n/a	n/a	n/a
601.1708561	2.7	forage	8.991	-31.52861191	256.6666667	5	201.7604497	0	n/a	n/a	n/a	n/a
616.3356924	1.8	engage	2.847	n/a	n/a	n/a	n/a	n/a	0	195.7	288.75	0
628.3013792	2.7	forage	6.643	165.7947672	338.3333333	5	54.31253458	1	n/a	n/a	n/a	n/a
645.6166905	2.7	forage	6.577	-91.71922942	251.6666667	5	278.6063578	0	n/a	n/a	n/a	n/a
657.2658011	1.8	engage	1.806	n/a	n/a	n/a	n/a	n/a	0	198.9	29.4	1
667.1983318	2.7	forage	12.466	8.815934812	350	20	229.1417685	1	n/a	n/a	n/a	n/a
687.0344121	2.7	forage	3.944	-43.54567342	315	40	260.2937729	0	n/a	n/a	n/a	n/a
696.4794255	1.8	engage	1.177	n/a	n/a	n/a	n/a	n/a	0	200	413.1	0
707.0119898	2.7	forage	6.667	213.3537448	443.3333333	5	38.14589306	1	n/a	n/a	n/a	n/a
722.012382	2.7	forage	4.662	1.42072498	320	20	239.1306272	0	n/a	n/a	n/a	n/a
729.9935924	1.8	engage	2.934	n/a	n/a	n/a	n/a	n/a	0	86.4	145.7	0
739.9761121	2.7	forage	8.425	-120.664705	213.3333333	5	267.5205976	1	n/a	n/a	n/a	n/a
757.0247878	2.7	forage	11.879	81.83571752	311.6666667	40	134.9518133	0	n/a	n/a	n/a	n/a
772.3736487	1.8	engage	4.946	n/a	n/a	n/a	n/a	n/a	0	95.4	85.8	0
786.3225086	2.7	forage	5.143	-31.00953171	285	20	245.3208591	0	n/a	n/a	n/a	n/a
797.5717023	1.8	engage	3.453	n/a	n/a	n/a	n/a	n/a	0	216	195.7	0
810.8206439	2.7	forage	7.74	1.990615831	331.6666667	20	237.5805794	1	n/a	n/a	n/a	n/a
825.8029006	2.7	forage	3.965	-56.89264625	283.3333333	40	268.5870681	0	n/a	n/a	n/a	n/a
833.9189502	1.8	engage	5.617	n/a	n/a	n/a	n/a	n/a	0	349.05	302.1	1
847.7011881	2.7	forage	4.523	95.4616971	351.6666667	20	125.9873749	1	n/a	n/a	n/a	n/a
858.5859709	2.7	forage	11.936	42.30441795	325	40	176.0622454	0	n/a	n/a	n/a	n/a
873.7658985	1.8	engage	2.139	n/a	n/a	n/a	n/a	n/a	0	46.8	176.55	0
885.1673006	2.7	forage	7.611	106.6588535	376.6666667	5	146.760173	1	n/a	n/a	n/a	n/a
900.1804925	2.7	forage	3.54	-37.85980417	283.3333333	5	250.343368	0	n/a	n/a	n/a	n/a
908.1132372	1.8	engage	1.799	n/a	n/a	n/a	n/a	n/a	0	168.75	184	0
919.2123059	2.7	forage	9.853	-79.67673491	273.3333333	5	267.6522811	0	n/a	n/a	n/a	n/a
936.1610768	1.8	engage	4.366	n/a	n/a	n/a	n/a	n/a	0	471.7	108.8	1
949.9766562	2.7	forage	8.848	51.33855272	171.6666667	20	71.96891504	1	n/a	n/a	n/a	n/a
965.075494	2.7	forage	3.556	57.66338212	168.3333333	5	66.17179719	0	n/a	n/a	n/a	n/a
973.7248886	1.8	engage	2.17	n/a	n/a	n/a	n/a	n/a	0	64.35	45	1
986.2753704	2.7	forage	7.367	-163.4222138	123.3333333	40	257.7193049	0	n/a	n/a	n/a	n/a
998.7229615	1.8	engage	3.382	n/a	n/a	n/a	n/a	n/a	0	209.6	390.15	0
1011.388555	2.7	forage	7.01	-87.48634207	285	20	286.2514713	1	n/a	n/a	n/a	n/a
1025.854164	2.7	forage	6.07	136.1031772	360	40	95.30871184	1	n/a	n/a	n/a	n/a
1040.370786	2.7	forage	2.671	-84.28018041	255	20	267.5529651	0	n/a	n/a	n/a	n/a
1048.485791	1.8	engage	3.634	n/a	n/a	n/a	n/a	n/a	0	323.3	206.5	1
1059.301625	2.7	forage	3.858	71.15852657	305	20	132	1	n/a	n/a	n/a	n/a
1069.367494	2.7	forage	6.392	0.235610214	246.6666667	40	186.8049645	0	n/a	n/a	n/a	n/a
1080.999986	1.8	engage	1.608	n/a	n/a	n/a	n/a	n/a	0	198.75	116.55	1
1093.815581	2.7	forage	3.168	230.369081	475	5	32.30174539	1	n/a	n/a	n/a	n/a
1106.932147	2.7	forage	8.542	3.782378485	338.3333333	5	248.9546049	1	n/a	n/a	n/a	n/a
1121.896755	2.7	forage	2.007	-39.21190249	320	20	277.8350687	0	n/a	n/a	n/a	n/a
1128.929582	1.8	engage	2.726	n/a	n/a	n/a	n/a	n/a	0	270	443.7	0
1140.662039	2.7	forage	7.002	190.0281123	465	5	70.45427795	1	n/a	n/a	n/a	n/a
1153.561058	2.7	forage	2.286	-39.11950271	328.3333333	5	276.1840451	0	n/a	n/a	n/a	n/a
1160.310564	1.8	engage	1.523	n/a	n/a	n/a	n/a	n/a	0	471.7	241.5	1
1170.209716	2.7	forage	3.206	228.0745419	455	5	30.29716815	1	n/a	n/a	n/a	n/a
1179.39239	2.7	forage	8.073	0.879144242	335	5	247.3683165	0	n/a	n/a	n/a	n/a
1190.691507	1.8	engage	1.251	n/a	n/a	n/a	n/a	n/a	0	365.05	105.6	1
1201.090647	2.7	forage	8.526	-135.0823902	196.6666667	5	272.8388411	0	n/a	n/a	n/a	n/a
1213.856384	1.8	engage	3.599	n/a	n/a	n/a	n/a	n/a	0	39.2	410	0
1225.488781	2.7	forage	3.352	-143.800171	160	40	272.8388411	0	n/a	n/a	n/a	n/a
1234.338212	1.8	engage	1.383	n/a	n/a	n/a	n/a	n/a	0	44.1	317.5	0
1245.720554	2.7	forage	7.815	186.8955753	333.3333333	40	15.14305115	1	n/a	n/a	n/a	n/a
1259.769517	2.7	forage	3.8	4.051923947	233.3333333	20	181.8020975	0	n/a	n/a	n/a	n/a
1268.702202	1.8	engage	1.89	n/a	n/a	n/a	n/a	n/a	0	105	306.25	0
1278.468034	2.7	forage	10.261	-66.47566521	173.3333333	20	208.2110055	0	n/a	n/a	n/a	n/a
1294.750191	1.8	engage	11.858	n/a	n/a	n/a	n/a	n/a	0	290	145.8	1
1315.665192	2.7	forage	2.84	-103.4819057	240	5	277.8350687	0	n/a	n/a	n/a	n/a
1323.73132	1.8	engage	2.151	n/a	n/a	n/a	n/a	n/a	0	172.5	451.35	0
1336.480284	2.7	forage	7.864	120.8182251	408.3333333	20	126.5	1	n/a	n/a	n/a	n/a
1353.029007	2.7	forage	2.076	-64.36105662	295	40	271.9964539	0	n/a	n/a	n/a	n/a
1358.328662	1.8	engage	4.24	n/a	n/a	n/a	n/a	n/a	0	437.25	109.65	1
1373.810741	2.7	forage	4.717	-94.07914927	260	5	274.3047885	0	n/a	n/a	n/a	n/a
1381.893539	1.8	engage	2.508	n/a	n/a	n/a	n/a	n/a	0	336.05	280.8	1
1395.042498	2.7	forage	3.295	-79.59733749	281.6666667	5	283.974951	0	n/a	n/a	n/a	n/a
1401.691985	1.8	engage	2.125	n/a	n/a	n/a	n/a	n/a	0	310.05	442.5	0
1411.557787	2.7	forage	13.291	38.57891789	316.6666667	5	175.5684322	1	n/a	n/a	n/a	n/a
1431.389631	2.7	forage	3.922	89.59816575	310	40	131.3188974	0	n/a	n/a	n/a	n/a
1439.605664	1.8	engage	3.708	n/a	n/a	n/a	n/a	n/a	0	96.2	143.1	0
1453.657444	2.7	forage	2.066	226.7845414	423.3333333	5	15.14305115	1	n/a	n/a	n/a	n/a
1465.153769	2.7	forage	2.237	-51.0586607	275	20	261.5732609	0	n/a	n/a	n/a	n/a
1472.786574	1.8	engage	1.286	n/a	n/a	n/a	n/a	n/a	0	149.6	380	0
1483.285686	2.7	forage	8.57	75.94905857	275	40	121.6974247	1	n/a	n/a	n/a	n/a
1498.467873	2.7	forage	4.164	71.61674463	256.6666667	40	122.6604296	0	n/a	n/a	n/a	n/a
1507.067282	1.8	engage	4.543	n/a	n/a	n/a	n/a	n/a	0	67.45	164.4	0
1520.649454	2.7	forage	5.351	-63.06426907	283.3333333	20	267.8641919	0	n/a	n/a	n/a	n/a
1530.365415	1.8	engage	4.428	n/a	n/a	n/a	n/a	n/a	0	306.8	202.1	1
1544.485153	2.7	forage	13.91	253.3127022	493.3333333	5	20.30581963	1	n/a	n/a	n/a	n/a
1566.662619	2.7	forage	3.301	-33.09452073	333.3333333	40	283.3325788	0	n/a	n/a	n/a	n/a
1574.195437	1.8	engage	4.741	n/a	n/a	n/a	n/a	n/a	0	338	145.35	1
1588.145952	2.7	forage	3.657	-146.8743541	168.3333333	5	277.0756753	0	n/a	n/a	n/a	n/a
1596.210383	1.8	engage	2.351	n/a	n/a	n/a	n/a	n/a	0	161.65	72.45	1
1608.209425	2.7	forage	6.471	-103.7303154	226.6666667	20	275.3355717	0	n/a	n/a	n/a	n/a
1622.008406	1.8	engage	2.735	n/a	n/a	n/a	n/a	n/a	0	102.9	400.35	0
1636.258191	2.7	forage	5.135	-45.6286337	215	20	211.3246567	0	n/a	n/a	n/a	n/a
1644.756596	1.8	engage	3.061	n/a	n/a	n/a	n/a	n/a	0	248.05	300.9	0
1656.855683	2.7	forage	3.257	208.1699328	316.6666667	40	20.58799859	1	n/a	n/a	n/a	n/a
1668.271474	2.7	forage	3.146	-110.6768975	180	5	267.5529651	0	n/a	n/a	n/a	n/a
